;;;;;;;;Carrosserie;;;;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;;Transmission et contrôle;;;;Performances;;;;;;;;;Suspension et freins;;;
198847;Citroen;Berlingo;2 génération [restyling];2012;2015;Multispace monospace 4-portes;1.6 VTi MT (120 ch);Monospace;5;4380;1810;1801;2728;1505;1554;;;;;1405;;3000;675;595;2000;3000;Essence;1598;120;à 6 000;160;Distribué injection;Mitoyenne;4;;;;4;à 4 250;;Mécanique;Avant;11;5;SP-95;177;9,6;7,3;12;de 620 à 1 000;EURO V;60;6;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Poutre de torsion, ressort, La barre stabilisatrice
198848;Citroen;Berlingo;2 génération [restyling];2012;2015;Multispace monospace 4-portes;1.6 VTi MT AWD (120 ch);Monospace;5;4380;1810;1801;2728;1505;1554;;;;;1405;;3000;675;595;2000;3000;Essence;1598;120;à 6 000;160;Distribué injection;Mitoyenne;4;;;;4;à 4 250;;Mécanique;Plein;11;5;SP-95;177;;;;;EURO V;60;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Poutre de torsion, ressort, La barre stabilisatrice
237625;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.2 AT M (110 ch);Monospace;5;4400;1850;1810;2780;;;;;;;;;775;775;;;;Essence;1199;110;à 5 500;205;Injection directe;Mitoyenne;3;Turbo;75;90,5;4;à 1 500;;Automatique;Avant;;8;SP-95;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
237624;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.2 AT M (130 ch);Monospace;5;4400;1850;1810;2780;;;;;;;;;775;775;;;;Essence;1199;130;à 5 500;230;Injection directe;Mitoyenne;3;Turbo;75;90,5;4;à 1 750;;Automatique;Avant;;8;SP-95;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
237623;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.2 AT XL (110 ch);Monospace;5;4750;1850;1810;2970;;;;;;;;;775;775;;;;Essence;1199;110;à 5 500;205;Injection directe;Mitoyenne;3;Turbo;75;90,5;4;à 1 500;;Automatique;Avant;;8;SP-95;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
237622;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.2 AT XL (130 ch);Monospace;5;4750;1850;1810;2970;;;;;;;;;775;775;;;;Essence;1199;130;à 5 500;230;Injection directe;Mitoyenne;3;Turbo;75;90,5;4;à 1 750;;Automatique;Avant;;8;SP-95;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
237626;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.2 MT M (110 ch);Monospace;5;4400;1850;1810;2780;;;;;;;;;775;775;;;;Essence;1199;110;à 5 500;205;Injection directe;Mitoyenne;3;Turbo;75;90,5;4;à 1 500;;Mécanique;Avant;;6;SP-95;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
237627;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.2 MT XL (110 ch);Monospace;5;4750;1850;1810;2970;;;;;;;;;775;775;;;;Essence;1199;110;à 5 500;205;Injection directe;Mitoyenne;3;Turbo;75;90,5;4;à 1 500;;Mécanique;Avant;;6;SP-95;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
237628;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.5 BlueHDi AT M (130 ch);Monospace;5;4400;1850;1810;2780;;;;;;;;;775;775;;;;Diesel;1499;130;à 5 500;300;Common Rail;Mitoyenne;4;Turbo;;;4;à 1 750;;Automatique;Avant;;8;DT;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
237629;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.5 BlueHDi AT XL (130 ch);Monospace;5;4750;1850;1810;2970;;;;;;;;;775;775;;;;Diesel;1499;130;à 5 500;300;Common Rail;Mitoyenne;4;Turbo;;;4;à 1 750;;Automatique;Avant;;8;DT;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
237630;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.5 BlueHDi MT M (130 ch);Monospace;5;4400;1850;1810;2780;;;;;;;;;775;775;;;;Diesel;1499;130;à 5 500;300;Common Rail;Mitoyenne;4;Turbo;;;4;à 1 750;;Mécanique;Avant;;6;DT;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
237631;Citroen;Berlingo;3 génération;2018;2018;Multispace monospace;1.5 BlueHDi MT XL (130 ch);Monospace;5;4750;1850;1810;2970;;;;;;;;;775;775;;;;Diesel;1499;130;à 5 500;300;Common Rail;Mitoyenne;4;Turbo;;;4;à 1 750;;Mécanique;Avant;;6;DT;;;;;;;;;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
198856;Citroen;BX;1 génération;1982;1994;Break break;1.4 MT (72 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;930;160;1805;510;;1445;;Essence;1361;72;à 5 600;111;carburateur;Mitoyenne;4;;75;77;2;à 3 400;;Mécanique;Avant;10,9;5;SP-95;161;8,5;7,7;15,7;de 610 à 900;;52;5,8;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
198857;Citroen;BX;1 génération;1982;1994;Break break;1.4 MT (75 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;995;160;1805;510;;1540;;Essence;1361;75;à 6 200;109;carburateur;Mitoyenne;4;;75;77;2;à 4 000;;Mécanique;Avant;10,9;5;SP-92;168;10,4;8,2;13,3;de 500 à 810;;52;6,4;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
198860;Citroen;BX;1 génération;1982;1994;Break break;1.6 MT (80 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;990;160;1805;510;;1540;;Essence;1580;80;à 5 600;132;carburateur;Mitoyenne;4;;83;73;2;à 2 800;;Mécanique;Avant;10,9;5;SP-95;170;8,9;7,5;13,8;de 580 à 930;;52;5,6;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
198859;Citroen;BX;1 génération;1982;1994;Break break;1.6 MT (90 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;1045;160;1805;510;;1580;;Essence;1580;90;à 6 000;128;Monoinjection;Mitoyenne;4;;83;73;2;à 2 700;;Mécanique;Avant;10,9;5;SP-95;170;9,7;7,9;12,9;de 540 à 840;;52;6,2;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
198858;Citroen;BX;1 génération;1982;1994;Break break;1.6 MT (94 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;990;160;1805;510;;1540;;Essence;1580;94;à 6 000;137;carburateur;Mitoyenne;4;;83;73;2;à 2 800;;Mécanique;Avant;10,9;5;SP-95;170;8,9;7,5;12,4;de 580 à 900;;52;5,8;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
198861;Citroen;BX;1 génération;1982;1994;Break break;1.8 TRD MT (90 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;1075;160;1805;510;;1620;;Diesel;1768;90;à 4 300;182;Injection directe;Mitoyenne;4;Turbo;80;88;2;à 2 100;Il ya;Mécanique;Avant;10,9;5;DT;180;6,9;6,8;12,1;de 750 à 1 080;;52;4,8;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
198864;Citroen;BX;1 génération;1982;1994;Break break;1.9 MT (109 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;1050;160;1805;510;;1600;;Essence;1905;109;à 6 000;162;Monoinjection;Mitoyenne;4;;83;88;2;à 3 000;;Mécanique;Avant;10,9;5;SP-95;189;10,7;8,7;11,7;de 490 à 790;;52;6,6;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
198863;Citroen;BX;1 génération;1982;1994;Break break;1.9 MT (120 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;1070;160;1805;510;;1640;;Essence;1905;120;à 6 000;153;Distribué injection;Mitoyenne;4;;83;88;2;à 3 000;;Mécanique;Avant;10,9;5;SP-95;189;11,4;8,7;11,4;de 460 à 790;;52;6,6;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
198865;Citroen;BX;1 génération;1982;1994;Break break;1.9 MT 4x4 (109 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;1150;160;1805;510;;1700;;Essence;1905;109;à 6 000;162;Monoinjection;Mitoyenne;4;;83;88;2;à 3 000;;Mécanique;Plein;10,9;5;SP-95;178;10,7;8,7;12,5;de 490 à 790;;52;6,6;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
198862;Citroen;BX;1 génération;1982;1994;Break break;1.9 MT 4x4 (122 ch);Break;5;4400;1680;1410;2655;1410;1350;;;;;1155;160;1805;510;;1700;;Essence;1905;122;à 5 500;169;Distribué injection;Mitoyenne;4;;83;88;2;à 2 750;;Mécanique;Plein;10,9;5;SP-95;186;12,2;9,5;11;de 430 à 680;;52;7,6;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16160;Citroen;BX;1 génération;1982;1994;GT hayon 5-portes;1.9 GTi MT (122 ch);Hayon;5;4240;1680;1360;2655;1430;1380;;;;;1025;160;1455;445;;1500;;Essence;1905;122;à 6 000;153;Distribué injection;Mitoyenne;4;;83;88;2;à 3 000;;Mécanique;Avant;10,2;5;SP-95;198;10,4;8,2;9,8;de 630 à 1 080;;66;6,1;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16159;Citroen;BX;1 génération;1982;1994;GT hayon 5-portes;1.9 GTi MT (147 ch);Hayon;5;4240;1690;1360;2655;1440;1380;;;;;1120;160;1455;445;;1535;;Essence;1905;147;à 6 400;166;Distribué injection;Mitoyenne;4;;83;88;4;à 5 000;;Mécanique;Avant;10,2;5;SP-95;215;12;8,6;8,9;de 550 à 1 000;;66;6,6;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16157;Citroen;BX;1 génération;1982;1994;GT hayon 5-portes;1.9 GTi MT (158 ch);Hayon;5;4240;1690;1360;2655;1440;1380;;;;;1070;160;1455;1070;;1520;;Essence;1905;158;à 6 500;181;Distribué injection;Mitoyenne;4;;;;4;à 5 000;;Mécanique;Avant;10,2;5;SP-95;220;12,8;9,7;8,6;de 520 à 880;;66;7,5;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16168;Citroen;BX;1 génération;1982;1994;Hatchback;1.4 MT (72 ch);Hayon;5;4240;1680;1360;2655;1410;1350;;;;;900;160;1455;445;;1360;;Essence;1361;72;à 5 600;111;Distribué injection;Mitoyenne;4;;75;77;2;à 3 400;;Mécanique;Avant;10,2;5;SP-95;167;8,1;7,1;14,9;de 540 à 800;;44;5,5;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16169;Citroen;BX;1 génération;1982;1994;Hatchback;1.4 MT (75 ch);Hayon;5;4240;1680;1360;2655;1410;1350;;;;;995;160;1455;445;;1540;;Essence;1361;75;à 6 200;109;Distribué injection;Mitoyenne;4;;75;77;2;à 4 000;;Mécanique;Avant;10,2;5;SP-92;170;10,4;8,2;12,2;de 420 à 690;;44;6,4;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16172;Citroen;BX;1 génération;1982;1994;Hatchback;1.6 MT (80 ch);Hayon;5;4240;1680;1360;2655;1410;1350;;;;;950;160;1455;445;;1405;;Essence;1580;80;à 5 600;132;Distribué injection;Mitoyenne;4;;83;73;2;à 2 800;;Mécanique;Avant;10,2;5;SP-95;170;8,9;7,5;13,8;de 490 à 790;;44;5,6;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16174;Citroen;BX;1 génération;1982;1994;Hatchback;1.6 MT (90 ch);Hayon;5;4240;1680;1360;2655;1410;1350;;;;;1030;160;1455;445;;1455;;Essence;1580;90;à 6 000;128;Distribué injection;Mitoyenne;4;;83;73;2;à 2 700;;Mécanique;Avant;10,2;5;SP-95;174;9,7;7,6;12,5;de 540 à 870;;52;6;Disque;Disque;L'élément hydraulique;Sur longitudinal du levier
16176;Citroen;BX;1 génération;1982;1994;Hatchback;1.6 MT (94 ch);Hayon;5;4240;1680;1360;2655;1410;1350;;;;;940;160;1455;445;;1450;;Essence;1580;94;à 6 000;137;Distribué injection;Mitoyenne;4;;83;73;2;à 2 800;;Mécanique;Avant;10,2;5;SP-95;176;8,9;7,1;12,4;de 490 à 800;;44;5,5;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16179;Citroen;BX;1 génération;1982;1994;Hatchback;1.8 TRD MT (90 ch);Hayon;5;4240;1680;1360;2655;1420;1360;;;;;1025;160;1455;445;;1500;;Diesel;1768;90;à 4 300;182;Injection directe;Mitoyenne;4;Turbo;80;88;2;à 2 100;Il ya;Mécanique;Avant;10,2;5;DT;180;6,9;6,3;12,1;de 960 à 1 470;;66;4,5;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16181;Citroen;BX;1 génération;1982;1994;Hatchback;1.9 MT (107 ch);Hayon;5;4240;1680;1360;2655;1410;1350;;;;;995;160;1455;445;;1460;;Essence;1905;107;à 6 000;163;Distribué injection;Mitoyenne;4;;83;88;2;à 3 000;;Mécanique;Avant;10,2;5;SP-95;187;9,5;7,6;10,7;de 690 à 1 100;;66;6;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
16182;Citroen;BX;1 génération;1982;1994;Hatchback;1.9 MT 4X4 (107 ch);Hayon;5;4240;1680;1360;2655;1410;1350;;;;;1105;160;1455;455;;1570;;Essence;1905;107;à 6 000;163;Distribué injection;Mitoyenne;4;;83;88;2;à 3 000;;Mécanique;Plein;10,2;5;SP-95;183;10,5;8,5;10,7;de 630 à 1 000;;66;6,6;Disque;Disque;Hydropneumatique;Sur longitudinal du levier
2392;Citroen;C-Crosser;1 génération;2007;2013;Crossover;2.0 CVT 2WD (147 ch);Crossover;5;4646;1806;1713;2670;1540;1540;;;;;1570;;1686;441;500;2070;;Essence;1998;147;de 6 000;199;Injecteur;Mitoyenne;4;;;;4;à 4 200;;Variateur;Avant;10,6;;SP-95;180;10,3;8;10,2;de 610 à 950;;63;6,6;Disques ventilés;Disque;Indépendante, Rack Macpherson;Indépendante, Multibras
2393;Citroen;C-Crosser;1 génération;2007;2013;Crossover;2.0 CVT 4WD (147 ch);Crossover;5;4646;1806;1713;2670;1540;1540;;;;;1570;;1686;441;500;2070;;Essence;1998;147;de 6 000;199;Injecteur;Mitoyenne;4;;;;4;à 4 200;;Variateur;Plein;10,6;;SP-95;180;10,6;8,3;12,3;de 570 à 860;;60;7;Disques ventilés;Disque;Indépendante, Rack Macpherson;Indépendante, Multibras
2394;Citroen;C-Crosser;1 génération;2007;2013;Crossover;2.0 MT 2WD (147 ch);Crossover;5;4646;1806;1713;2670;1540;1540;;;;;1540;;1686;441;530;2070;;Essence;1998;147;de 6 000;199;Injecteur;Mitoyenne;4;;;;4;à 4 200;;Mécanique;Avant;10,6;5;SP-95;184;10,5;8,1;10,8;de 570 à 880;;60;6,8;Disques ventilés;Disque;Indépendante, Rack Macpherson;Indépendante, Multibras
2398;Citroen;C-Crosser;1 génération;2007;2013;Crossover;2.4 CVT 4WD (170 ch);Crossover;5;4646;1806;1713;2670;1540;1540;;;;;1680;;1686;441;610;2290;;Essence;2360;170;de 6 000;232;Injecteur;Mitoyenne;4;;;;4;à 4 100;;Variateur;Plein;10,6;;SP-95;195;12,6;9,3;10;de 480 à 790;;60;7,6;Disques ventilés;Disque;Indépendante, Rack Macpherson;Indépendante, Multibras
2399;Citroen;C-Crosser;1 génération;2007;2013;Crossover;2.4 MT 4WD (170 ch);Crossover;5;4646;1806;1713;2670;1540;1540;;;;;1650;;1686;441;640;2290;;Essence;2360;170;de 6 000;232;Injecteur;Mitoyenne;4;;;;4;à 4 100;;Mécanique;Plein;10,6;5;SP-95;200;12,6;9,4;10;de 480 à 790;;60;7,6;Disques ventilés;Disque;Indépendante, Rack Macpherson;Indépendante, Multibras
2400;Citroen;C-Elysee;2 génération;2012;2017;Berline;1.2 VTi ETG (72 ch);Berline;5;4427;1748;1468;2652;1501;1478;;;;;980;142;506;506;412;;;Essence;1199;72;à 5 500;110;Distribué injection;Mitoyenne;3;;75;90,5;4;à 3 000;;Le robot;Avant;10,7;5;SP-92;;6,4;5,1;;de 780 à 1 160;EURO IV;50;4,3;Disques ventilés;Tambour;Indépendante, Rack Macpherson;Semi-réglable, ressort
2401;Citroen;C-Elysee;2 génération;2012;2017;Berline;1.2 VTi MT (72 ch);Berline;5;4427;1748;1466;2652;1501;1478;;;;;1055;142;506;506;381;1459;1909;Essence;1199;72;à 5 500;110;Distribué injection;Mitoyenne;3;;75;90,5;4;à 3 000;;Mécanique;Avant;10,7;5;SP-95;160;7;5,3;14,2;de 710 à 1 160;EURO IV;50;4,3;Disques ventilés;Tambour;Indépendante, Rack Macpherson;Semi-réglable, ressort
176045;Citroen;C-Elysee;2 génération;2012;2017;Berline;1.6 HDi MT (92 ch);Berline;5;4427;1748;1466;2652;1501;1478;;;;;1090;139;506;506;383;1548;;Diesel;1560;92;à 3 500;230;Injection directe;Mitoyenne;4;Turbo;75;88,3;4;à 1 750;Il ya;Mécanique;Avant;10,7;5;DT;180;5,5;4,5;11,2;de 870 à 1 230;EURO IV;48;3,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson;Semi-réglable, ressort
2402;Citroen;C-Elysee;2 génération;2012;2017;Berline;1.6 VTi AT (115 ch);Berline;5;4427;1748;1466;2652;1501;1478;;;;;1165;139;506;506;374;1559;2309;Essence;1587;115;à 6 050;150;Distribué injection;Mitoyenne;4;;78,5;82;4;à 4 000;;Automatique;Avant;10,7;4;SP-95;188;10;7,3;10,8;de 500 à 890;EURO IV;50;5,6;Disques ventilés;Tambour;Indépendante, Rack Macpherson;Semi-réglable, ressort
2403;Citroen;C-Elysee;2 génération;2012;2017;Berline;1.6 VTi MT (115 ch);Berline;5;4427;1748;1466;2652;1501;1478;;;;;1165;139;506;506;386;1524;2274;Essence;1587;115;à 6 050;150;Distribué injection;Mitoyenne;4;;78,5;82;4;à 4 000;;Mécanique;Avant;10,7;5;SP-95;188;8,8;6,5;9,4;de 570 à 940;EURO IV;50;5,3;Disques ventilés;Tambour;Indépendante, Rack Macpherson;Semi-réglable, ressort
235195;Citroen;C-Elysee;2 génération [restyling];2017;2018;Berline;1.2 MT (82 ch);Berline;5;4427;1748;1466;2652;1501;1478;;;;;980;138;506;506;490;1470;1920;Essence;1199;82;à 5 750;118;Distribué injection;Mitoyenne;3;;;;4;à 2 750;;Mécanique;Avant;10,7;5;SP-95;169;5,8;4,8;12,9;de 860 à 1 220;EURO VI;50;4,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
235197;Citroen;C-Elysee;2 génération [restyling];2017;2018;Berline;1.6 BlueHDi MT (99 ch);Berline;5;4427;1748;1466;2652;1501;1478;;;;;1090;138;506;506;495;1585;2335;Diesel;1560;99;à 3 750;254;Common Rail;Mitoyenne;4;Turbo;;;2;à 1 750;;Mécanique;Avant;10,7;5;DT;183;4,6;3,8;10,8;de 1 090 à 1 520;EURO V;50;3,3;Disques ventilés;Tambour;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
235196;Citroen;C-Elysee;2 génération [restyling];2017;2018;Berline;1.6 VTi AT (115 ch);Berline;5;4427;1748;1466;2652;1501;1478;;;;;1090;138;506;506;;1559;2309;Essence;1587;115;à 6 050;150;Distribué injection;Mitoyenne;4;;78,5;82;4;à 4 000;;Automatique;Avant;10,7;6;SP-95;188;10;7,3;10,8;de 500 à 890;EURO V;50;5,6;Disques ventilés;Tambour;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
235198;Citroen;C-Elysee;2 génération [restyling];2017;2018;Berline;1.6 VTi MT (115 ch);Berline;5;4427;1748;1466;2652;1501;1478;;;;;1090;138;506;506;;1524;2274;Essence;1587;115;à 6 050;150;Distribué injection;Mitoyenne;4;;78,5;82;4;à 4 000;;Mécanique;Avant;10,7;5;SP-95;188;8,8;6,5;9,4;de 570 à 940;EURO V;50;5,3;Disques ventilés;Tambour;Indépendante, Rack Macpherson, La barre stabilisatrice;Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice
63241;Citroen;C1;1 génération;2005;2008;Hatchback 3-portes;1.0 AT (68 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;820;;712;139;;1180;;Essence;998;68;de 6 000;93;Distribué injection;Mitoyenne;3;;;;4;à 3 600;;Automatique;Avant;;5;SP-95;157;;;13;;;35;;Disques ventilés;Tambour;Suspension ouverte;Ressorts hélicoïdaux
62069;Citroen;C1;1 génération;2005;2008;Hatchback 3-portes;1.0 MT (68 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;820;;712;139;;1180;;Essence;998;68;à 6 000;93;Injecteur;Mitoyenne;3;;;;4;à 3 600;;Mécanique;Avant;9,5;5;SP-95;157;5,5;4,6;13,7;de 640 à 850;;35;4,1;Disques ventilés;Tambour;Suspension ouverte;Ressorts hélicoïdaux
192880;Citroen;C1;1 génération;2005;2008;Hatchback 3-portes;1.4 HDi AT (54 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;880;;712;139;;1235;;Diesel;1398;54;de 4 000;130;Common Rail;Mitoyenne;4;Turbo;;;2;à 1 750;Il ya;Automatique;Avant;;5;DT;154;;;15;;;35;;Disques ventilés;Tambour;Suspension ouverte;Ressorts hélicoïdaux
63243;Citroen;C1;1 génération;2005;2008;Hatchback 3-portes;1.4 HDi MT (54 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;880;;712;139;;1235;;Diesel;1398;54;de 4 000;130;Common Rail;Mitoyenne;4;Turbo;;;2;à 1 750;Il ya;Mécanique;Avant;9;5;DT;154;5;4;15;de 700 à 1 170;;35;3;Disques ventilés;Tambour;Suspension ouverte;Ressorts hélicoïdaux
63238;Citroen;C1;1 génération;2005;2008;Hatchback 5-portes;1.0 AT (68 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;820;;712;139;;1180;;Essence;998;68;de 6 000;93;Distribué injection;Mitoyenne;3;;;;4;à 3 600;;Automatique;Avant;;5;SP-95;157;;;13,7;;;35;;Disques ventilés;Tambour;Suspension ouverte;Ressorts hélicoïdaux
63239;Citroen;C1;1 génération;2005;2008;Hatchback 5-portes;1.0 MT (68 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;820;;712;139;;1180;;Essence;998;68;de 6 000;93;Distribué injection;Mitoyenne;3;;;;4;à 3 600;;Mécanique;Avant;;5;SP-95;157;5,5;4,6;13,7;de 640 à 850;;35;4,1;Disques ventilés;Tambour;Suspension ouverte;Ressorts hélicoïdaux
192879;Citroen;C1;1 génération;2005;2008;Hatchback 5-portes;1.4 HDi AT (54 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;830;;712;139;;1235;;Diesel;1398;54;à 4 000;130;Common Rail;Mitoyenne;4;Turbo;;;2;à 1 750;Il ya;Automatique;Avant;;5;DT;154;;;15,6;;;35;;Disques ventilés;Tambour;Suspension ouverte;Ressorts hélicoïdaux
62067;Citroen;C1;1 génération;2005;2008;Hatchback 5-portes;1.4 HDi MT (54 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;830;;712;139;;1235;;Diesel;1398;54;à 4 000;130;Common Rail;Mitoyenne;4;Turbo;;;2;à 1 750;Il ya;Mécanique;Avant;;5;DT;154;5,3;4,1;15,6;de 660 à 1 030;;35;3,4;Disques ventilés;Tambour;Suspension ouverte;Ressorts hélicoïdaux
63389;Citroen;C1;1 génération [2 restyling];2012;2016;Hatchback 3-portes;1.0 AMT (68 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;825;;712;139;355;1180;;Essence;998;68;à 6 000;93;Distribué injection;Mitoyenne;3;;71;84;4;à 3 600;;Le robot;Avant;9,63;5;SP-95;157;5,5;4,6;14;de 640 à 850;EURO V;35;4,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Poutre de torsion, ressort
63390;Citroen;C1;1 génération [2 restyling];2012;2016;Hatchback 3-portes;1.0 MT (68 ch);Hayon;4;3435;1630;1465;2340;1415;1405;;;;;790;;712;139;370;1160;;Essence;998;68;à 6 000;93;Distribué injection;Mitoyenne;3;;71;84;4;à 3 600;;Mécanique;Avant;9,63;5;SP-95;157;5,5;4,5;13,7;de 640 à 900;EURO V;35;3,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Poutre de torsion, ressort
